Date,price,addressline1,addressline2,po,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType
Mar-22,399900,79 Collingwood Court,"Dartmouth, Nova Scotia B2W0G4",B2W0G4,3,3,3,Single Family,Row / Townhouse,2,Dartmouth,Freehold,under 1/2 acre,2010,Garage,1 day,"Jun 30, 2017 Sold $269,900",1815,"Stove, Dishwasher, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,
Mar-22,329900,301 89 Pebblecreek Crescent,"Dartmouth, Nova Scotia B2W0K6",B2W0K6,2,2,1,Single Family,Apartment,1,Dartmouth,Condominium/Strata,under 1/2 acre,2012,"Garage, Underground",2 days,,986,Intercom,Poured Concrete,,,Full
Mar-22,165000,25 Sunset Drive,"Kingston, Nova Scotia B0P1R0",B0P1R0,3,4,2,Single Family,House,2,Kingston,Freehold,under 1/2 acre,1995,,3 days,"Sep 13, 2013 Sold $112,100",1400,"Stove, Dryer, Washer, Microwave, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Semi-detached,3 Level,Full (Partially finished)
Mar-22,339000,31 Panorama Lane,"Bedford, Nova Scotia B4A1P3",B4A1P3,3,3,2,Single Family,House,2,Bedford,Freehold,under 1/2 acre,1980,,3 days,,1470,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,
Mar-22,750000,52 Highway 14,"Robinsons Corner, Nova Scotia B0J1J0",B0J1J0,3,4,3,Single Family,House,2,Robinsons Corner,Freehold,under 1/2 acre,2020,"Garage, Detached Garage",3 days,,3120,"Cooktop - Electric, Oven, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Water softener",Poured Concrete,Detached,,
Mar-22,214500,335 Macdonald Street,"New Glasgow, Nova Scotia B2H2V2",B2H2V2,3,3,2,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,Gravel,3 days,,1199,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator","Poured Concrete, Stone, Wood",Detached,,Partial
Mar-22,290000,88 Poplar Street,"Stellarton, Nova Scotia B2H4H1",B2H4H1,3,5,2,Single Family,House,1,Stellarton,Freehold,1/2 - 1 acre,1986,,3 days,"Jun 24, 2010 Sold $159,900",1521,"Cooktop, Oven, Range, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,59900,3495 Clam Harbour Road,"Clam Harbour, Nova Scotia B0J2L0",B0J2L0,3,3,1,Single Family,House,2,Clam Harbour,Freehold,1 - 3 acres,,"Garage, Detached Garage, Gravel",4 days,,1568,None,"Poured Concrete, Stone",Detached,,Crawl space
Mar-22,434900,1110 60 Walter Havill Drive,"Armdale, Nova Scotia B3N0A9",B3N0A9,2,2,2,Single Family,Apartment,1,Armdale,Condominium/Strata,under 1/2 acre,,"Garage, Underground, Parking Space(s)",4 days,,1326,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Intercom",Poured Concrete,,,None
Mar-22,450000,136 Silver Point Road,"Martins River, Nova Scotia B0J2E0",B0J2E0,3,3,1,Single Family,House,2,Martins River,Freehold,1/2 - 1 acre,1962,"Garage, Attached Garage, Detached Garage, Gravel",4 days,,1640,"Oven - Electric, Range - Electric, Dryer - Electric, Washer, Refrigerator",Stone,Detached,,Crawl space
Mar-22,419900,45 Lovat Crescent,"New Glasgow, Nova Scotia B2H0B1",B2H0B1,2,3,3,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,2007,,5 days,"Aug 15, 2012 Sold $276,000",2700,"Range - Electric, Dishwasher, Dryer, Washer, Garburator, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,775000,38 Soaring Way,"Hammonds Plains, Nova Scotia B3Z0S4",B3Z0S4,3,4,4,Single Family,House,2,Hammonds Plains,Freehold,1/2 - 1 acre,,"Garage, Attached Garage",7 days,"Mar 18, 2021 Sold $536,158",2900,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,819900,231 Southgate Drive,"Bedford, Nova Scotia B4A4L2",B4A4L2,4,4,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2005,"Garage, Attached Garage",7 days,"Jun 28, 2007 Sold $395,000",3116,"Oven - Electric, Range - Electric, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,
Mar-22,345000,50 West Porters Lake Road,"Porters Lake, Nova Scotia B3R1K2",B3R1K2,3,3,1,Single Family,House,1,Porters Lake,Freehold,under 1/2 acre,1982,Gravel,7 days,"Jun 15, 2010 Sold $169,000",1653,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,279900,41 Peter Court,"Eastern Passage, Nova Scotia B3G1S9",B3G1S9,0,3,2,Single Family,House,1,Eastern Passage,Freehold,under 1/2 acre,2002,,7 days,,1440,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,
Mar-22,329900,1437 10 Highway,"Cookville, Nova Scotia B4V7R5",B4V7R5,2,2,1,Single Family,House,1,Cookville,Freehold,1 - 3 acres,2002,Gravel,7 days,"Jul 17, 2005 Sold $110,000",1060,"Stove, Dryer, Washer, Refrigerator",,Detached,,None
Mar-22,279000,5 Parkstone Terrace,"Dartmouth, Nova Scotia B3A1T3",B3A1T3,2,2,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,,,7 days,,815,"Stove, Refrigerator",Concrete Block,Detached,Character,Full (Unfinished)
Mar-22,185000,9273 Highway 10,"Nictaux, Nova Scotia B0S1P0",B0S1P0,2,2,1,Single Family,House,2,Nictaux,Freehold,under 1/2 acre,1932,Gravel,7 days,"Aug 31, 2011 Sold $73,500",920,"Range - Electric, Dishwasher, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,5 Level,
Mar-22,139900,1046 Evanston Road,"Cleveland, Nova Scotia B0E1J0",B0E1J0,2,2,1,Single Family,Mobile Home,1,Cleveland,Freehold,under 1/2 acre,,,7 days,"Mar 29, 2019 Sold $60,000",704,"Stove, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",,,,None
Mar-22,299900,506 Martin Avenue,"New Glasgow, Nova Scotia B2H1R9",B2H1R9,3,3,2,Single Family,House,1,New Glasgow,Freehold,under 1/2 acre,1971,,7 days,"Apr 19, 2016 Sold $104,900",1483,,Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,489900,24 Trout Run,"Spryfield, Nova Scotia B3R0C4",B3R0C4,3,4,4,Single Family,House,2,Spryfield,Freehold,under 1/2 acre,2018,,7 days,"Jan 29, 2018 Sold $284,900",2261,"Oven - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Semi-detached,3 Level,Full (Finished)
Mar-22,425000,398 Crown Drive,"Halifax, Nova Scotia B3N0B7",B3N0B7,3,4,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1993,Gravel,7 days,"Jun 1, 2017 Sold $284,000",2000,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished)
Mar-22,549900,582A Herring Cove Road,"Halifax, Nova Scotia B3R1X6",B3R1X6,3,4,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,,,7 days,,2204,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished)
Mar-22,279900,86 Skyridge Avenue,"Lower Sackville, Nova Scotia B4C1R2",B4C1R2,3,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,,,7 days,,1048,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,359900,489 Little Harbour Road,"Little Harbour, Nova Scotia B0J2L0",B0J2L0,2,3,2,Single Family,House,1,Little Harbour,Freehold,1/2 - 1 acre,1983,"Garage, Gravel",7 days,"Apr 18, 2007 Sold $79,900",2460,Central Vacuum,Poured Concrete,Detached,Character,
Mar-22,525000,45 Cortland Crescent,"Kentville, Nova Scotia B4N4X4",B4N4X4,2,4,4,Single Family,House,2,Kentville,Freehold,1 - 3 acres,1990,"Garage, Attached Garage",7 days,"Jul 11, 2008 Sold $299,000",3681,"Central Vacuum, Stove, Dishwasher, Dryer, Washer, Freezer - Chest, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,3 Level,Full (Finished)
Mar-22,349900,32 Hayden Drive Drive,"Berwick, Nova Scotia B0P1E0",B0P1E0,4,4,3,Single Family,House,2,Berwick,Freehold,under 1/2 acre,,"Garage, Attached Garage",7 days,"Feb 20, 2002 Sold $100,000",1934,,Poured Concrete,Detached,4 Level,
Mar-22,375000,307 5959 Spring Garden Road,"Halifax, Nova Scotia B3H1Y5",B3H1Y5,3,3,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,,"Garage, Underground",8 days,"Jan 20, 2017 Sold $208,000",1300,"Stove, Dishwasher, Refrigerator",Poured Concrete,,,None
Mar-22,595000,4 Pine Grove Lane,"Waverley, Nova Scotia B2R1P9",B2R1P9,3,3,2,Single Family,House,2,Waverley,Freehold,1/2 - 1 acre,1999,"Garage, Gravel",8 days,,1741,"Oven, Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished)
Mar-22,374900,11 Rogers Road,"Nictaux, Nova Scotia B0S1P0",B0S1P0,3,4,2,Single Family,House,1,Nictaux,Freehold,under 1/2 acre,1993,"Garage, Detached Garage",8 days,"Apr 30, 2004 Sold $141,500",2400,"Dishwasher, Microwave Range Hood Combo, Water softener",Poured Concrete,Detached,,
Mar-22,249900,8 Valkyrie Crescent,"Dartmouth, Nova Scotia B2W5B6",B2W5B6,3,3,2,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1983,,8 days,"Oct 22, 2015 Sold $165,000",1794,"Oven, Range, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Semi-detached,,Full (Finished)
Mar-22,650000,3412/3414 Albert Street,"North End, Nova Scotia B3K3N2",B3K3N2,5,5,2,Single Family,Duplex,2,North End,Freehold,under 1/2 acre,1922,"Garage, Detached Garage",8 days,"Aug 1, 2018 Sold $326,900",2393,"Oven - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,,,Full (Finished)
Mar-22,949900,7 Pinehaven Drive,"Halifax, Nova Scotia B3P1Y9",B3P1Y9,2,2,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1951,,8 days,,2357,"Gas stove(s), Dishwasher, Dryer, Washer, Freezer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,380000,841 Planes View Drive,"Greenwood, Nova Scotia B0P1R0",B0P1R0,3,5,3,Single Family,House,1,Greenwood,Freehold,1/2 - 1 acre,1994,,8 days,"Jul 5, 2018 Sold $224,500",2430,"Dishwasher, Central Vacuum",Poured Concrete,Detached,,"Full, Partial"
Mar-22,324900,231 Acadia Street,"New Glasgow, Nova Scotia B2H4G7",B2H4G7,3,3,3,Single Family,House,2,New Glasgow,Freehold,under 1/2 acre,,Gravel,8 days,,2496,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,525000,10 McCarthy Street,"Dartmouth, Nova Scotia B2X2Y4",B2X2Y4,3,3,2,Single Family,House,3,Dartmouth,Freehold,under 1/2 acre,1980,,8 days,,2402,,Poured Concrete,Detached,,Crawl space
Mar-22,450000,29 Bonita Drive,"Dartmouth, Nova Scotia B2X3X2",B2X3X2,3,3,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1986,"Garage, Attached Garage",8 days,,1996,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Finished)
Mar-22,399900,68 Melrose Avenue,"Halifax, Nova Scotia B3N2E4",B3N2E4,6,6,2,Single Family,Duplex,2,Halifax,Freehold,under 1/2 acre,,"Garage, Attached Garage",8 days,,2390,,Poured Concrete,Up and down,,Crawl space
Mar-22,350000,55 Concorde Way,"Enfield, Nova Scotia B2T0R3",B2T0R3,3,3,4,Single Family,House,2,Enfield,Freehold,under 1/2 acre,2020,"Garage, Attached Garage",8 days,,1886,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Semi-detached,2 Level,
Mar-22,329000,1039 Riverside Drive,"Lower Sackville, Nova Scotia B4C1B3",B4C1B3,3,4,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1964,,8 days,"Jul 17, 2017 Sold $216,000",1810,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,2 Level,
Mar-22,439900,58 Sawmill Crescent,"Middle Sackville, Nova Scotia B4E3M5",B4E3M5,3,4,3,Single Family,House,2,Middle Sackville,Freehold,under 1/2 acre,2005,"Garage, Attached Garage",8 days,,2189,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,294900,302 118 Farnham Gate Road,"Rockingham, Nova Scotia B3M3Z9",B3M3Z9,2,2,2,Single Family,Apartment,1,Rockingham,Condominium/Strata,under 1/2 acre,1986,,8 days,"May 1, 2018 Sold $165,000",1033,"Oven, Range, Dryer, Washer, Microwave, Refrigerator",Concrete Slab,,,None
Mar-22,599900,85 Basinview Drive,"Bedford, Nova Scotia B4A4K7",B4A4K7,3,5,4,Single Family,House,2,Bedford,Freehold,under 1/2 acre,2003,"Garage, Attached Garage",8 days,"Dec 20, 2017 Sold $425,000",3100,"Cooktop - Propane, Oven - Electric, Dishwasher, Dryer, Washer, Microwave, Refrigerator",Poured Concrete,Detached,,
Mar-22,489900,42 Atholea Drive,"Dartmouth, Nova Scotia B2V1C5",B2V1C5,2,3,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1991,,8 days,"Aug 15, 2011 Sold $212,500",1834,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,
Mar-22,349000,104 5389 Victoria Road,"Halifax, Nova Scotia B3H1M4",B3H1M4,3,3,2,Single Family,Apartment,3,Halifax,Condominium/Strata,under 1/2 acre,1919,Gravel,8 days,"Dec 18, 2015 Sold $201,000",1029,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,3 Level,Unknown
Mar-22,399900,2048 Shore Road,"Eastern Passage, Nova Scotia B3G1H5",B3G1H5,2,2,1,Single Family,House,2,Eastern Passage,Freehold,under 1/2 acre,1960,,8 days,,1050,"Stove, Dishwasher, Dryer, Washer, Microwave, Refrigerator",,Detached,,Full
Mar-22,499900,74 Inspector Court,"Halifax, Nova Scotia B3R0A7",B3R0A7,3,3,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2012,,8 days,"Mar 28, 2012 Sold $240,900",1937,"Stove, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,379000,198 Highway 224,"Shubenacadie, Nova Scotia B0N2H0",B0N2H0,2,3,3,Single Family,House,1,Shubenacadie,Freehold,1 - 3 acres,,Gravel,17 days,"Jul 11, 2014 Sold $212,000",2528,"Oven - Propane, Range - Gas, Dishwasher, Washer, Refrigerator, Gas stove(s)",Poured Concrete,Detached,Character,Full
Mar-22,399000,860 Addington Forks Road,"Addington Forks, Nova Scotia B2G2K8",B2G2K8,4,4,1,Single Family,House,1,Addington Forks,Freehold,1 - 3 acres,,"Garage, Detached Garage",17 days,,1159,"Range, Dishwasher, Dryer, Washer, Refrigerator",,Detached,,None
Mar-22,189000,1251 Alma Road,"Scotsburn, Nova Scotia B0K1H0",B0K1H0,3,3,2,Single Family,Mobile Home,1,Scotsburn,Freehold,3 - 10 acres,2019,Gravel,17 days,,1088,"Oven, Dishwasher, Dryer, Washer, Refrigerator",,,Mini,None
Mar-22,649999,510 Main Street,"Lawrencetown, Nova Scotia B0S1M0",B0S1M0,6,6,3,Single Family,House,3,Lawrencetown,Freehold,1 - 3 acres,,"Garage, Detached Garage",17 days,"Aug 31, 2001 Sold $185,000",3820,,Stone,Detached,,Full (Unfinished)
Mar-22,240000,72 Sunset Drive,"Kingston, Nova Scotia B0P1R0",B0P1R0,3,3,2,Single Family,House,1,Kingston,Freehold,1/2 - 1 acre,1996,,17 days,,1753,"Stove, Dryer, Washer, Microwave Range Hood Combo, Fridge/Stove Combo",Poured Concrete,Detached,Character,Full (Partially finished)
Mar-22,239000,12163 Highway 2,"Lower Onslow, Nova Scotia B0M1C0",B0M1C0,2,3,1,Single Family,House,1,Lower Onslow,Freehold,under 1/2 acre,1950,"Garage, Detached Garage",17 days,,768,"Dryer, Washer","Concrete Block, Poured Concrete",Detached,Character,
Mar-22,599900,271 Heselton Drive,"Ostrea Lake, Nova Scotia B0J2L0",B0J2L0,3,3,2,Single Family,House,1,Ostrea Lake,Freehold,3 - 10 acres,2019,"Garage, Attached Garage, Gravel",17 days,,1924,"Range - Electric, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Concrete Slab,Detached,Character,None
Mar-22,399000,39 Danforth Road,"Halifax, Nova Scotia B3P2V1",B3P2V1,4,4,2,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2009,,17 days,,1552,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Semi-detached,,None
Mar-22,289900,1688 Shore Road,"Eastern Passage, Nova Scotia B3G1G2",B3G1G2,3,3,2,Single Family,House,2,Eastern Passage,Freehold,under 1/2 acre,1991,Parking Space(s),17 days,,1244,"Stove, Dryer, Washer, Refrigerator",Concrete Slab,Semi-detached,,None
Mar-22,249900,304 93 Kearney Lake Road,"Halifax, Nova Scotia B3M4E7",B3M4E7,2,2,1,Single Family,Apartment,1,Halifax,Condominium/Strata,,1988,,17 days,"Feb 18, 2021 Sold $210,500",937,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Intercom",Poured Concrete,,,Full (Finished)
Mar-22,299900,4320 Brooklyn Street,"Somerset, Nova Scotia B0P1E0",B0P1E0,2,2,2,Single Family,House,2,Somerset,Freehold,under 1/2 acre,1873,Gravel,20 days,,3650,,Stone,Detached,,Crawl space
Mar-22,649900,198 Rockcliffe Drive,"Enfield, Nova Scotia B2T0G7",B2T0G7,2,3,3,Single Family,House,1,Enfield,Freehold,3 - 10 acres,2021,Gravel,21 days,"Dec 4, 2020 Sold $397,091",2700,"Oven - Propane, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,Character,Full
Mar-22,425000,1 Fairfield Street,"Wolfville, Nova Scotia B4P1L8",B4P1L8,7,7,2,Single Family,House,2,Wolfville,Freehold,under 1/2 acre,1957,,21 days,"Apr 30, 2015 Sold $258,000",2020,"Range - Electric, Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,759900,37 Lakeshire Crescent,"Dartmouth, Nova Scotia B2V2N9",B2V2N9,4,4,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,1989,"Garage, Attached Garage, Parking Space(s)",21 days,,3745,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Wine Fridge, Central Vacuum",Poured Concrete,Detached,,
Mar-22,499000,6381 3 Highway,"Jordan Falls, Nova Scotia B0T1J0",B0T1J0,3,3,2,Single Family,House,2,Jordan Falls,Freehold,3 - 10 acres,1880,,22 days,"Jul 10, 2018 Sold $97,000",2288,"Range, Dishwasher, Dryer, Washer, Freezer - Chest, Refrigerator","Poured Concrete, Stone",Detached,,Crawl space
Mar-22,149999,81 Cliff View Drive,"Franey Corner, Nova Scotia B0R1H0",B0R1H0,1,1,1,Single Family,House,1,Franey Corner,Freehold,3 - 10 acres,1995,,22 days,"Sep 29, 2020 Sold $55,000",760,"Stove, Refrigerator",Concrete Block,Detached,,Crawl space
Mar-22,529900,281 Heselton Drive,"Ostrea Lake, Nova Scotia B0J2L0",B0J2L0,3,3,2,Single Family,House,1,Ostrea Lake,Freehold,3 - 10 acres,2019,"Garage, Detached Garage, Gravel",23 days,,1569,"Oven - Electric, Dryer - Electric, Washer, Refrigerator","Poured Concrete, Concrete Slab",Detached,,None
Mar-22,2150000,Lot 28 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,3,3,2,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,2774,,"Poured Concrete, Concrete Slab",Detached,,None
Mar-22,2585000,Lot 26 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,3,3,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,3019,,"Poured Concrete, Concrete Slab",Detached,,None
Mar-22,1752500,Lot 25 Anchor Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,4,4,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,Other,23 days,,2348,,"Poured Concrete, Concrete Slab",Detached,,None
Mar-22,2265000,Lot 24 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,3,3,2,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,2774,,"Poured Concrete, Concrete Slab",Detached,,None
Mar-22,2345000,Lot 28 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,3,3,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,3019,,"Poured Concrete, Concrete Slab",Detached,,None
Mar-22,1635000,Lot 31 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,4,4,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,Other,23 days,,2348,,"Poured Concrete, Concrete Slab",Detached,,None
Mar-22,2525000,Lot 22 Anchors Way,"Deep Cove, Nova Scotia B0J1T0",B0J1T0,3,3,3,Single Family,House,2,Deep Cove,Freehold,1 - 3 acres,,"Garage, Attached Garage, Other",23 days,,3019,,"Poured Concrete, Concrete Slab",Detached,,None
Mar-22,209000,511 Bernard Street,"Port Hawkesbury, Nova Scotia B9A2V2",B9A2V2,3,3,2,Single Family,House,2,Port Hawkesbury,Freehold,1/2 - 1 acre,1920,"Garage, Attached Garage, Gravel, Parking Space(s)",23 days,"Dec 31, 2004 Sold $114,000",1368,"Stove, Refrigerator",Poured Concrete,Detached,,Full
Mar-22,1199900,1660/62 Robie Street,"Halifax Peninsula, Nova Scotia B3H3E7",B3H3E7,3,4,3,Single Family,House,2,Halifax Peninsula,Freehold,under 1/2 acre,,Parking Space(s),23 days,"Sep 26, 2013 Sold $675,000",2686,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,
Mar-22,189900,222 Marsh Street,"New Glasgow, Nova Scotia B0K1S0",B0K1S0,6,6,3,Single Family,Duplex,2,New Glasgow,Freehold,Unknown,,Gravel,24 days,,2371,"Range - Electric, Refrigerator",Stone,Side by side,,Partial (Unfinished)
Mar-22,195000,82 woodworth Road,"Kentville, Nova Scotia B4N1B4",B4N1B4,3,3,1,Single Family,House,2,Kentville,Freehold,under 1/2 acre,1952,,24 days,,1200,,Poured Concrete,Detached,,
Mar-22,1695000,32 Admirals Point Lane,"Aspotogan, Nova Scotia B0J1T0",B0J1T0,3,3,3,Single Family,House,1,Aspotogan,Freehold,1 - 3 acres,,Gravel,24 days,,2508,"Cooktop, Oven, Dishwasher, Microwave, Refrigerator, Wine Fridge",Poured Concrete,Detached,Character,None
Mar-22,719900,604 2842-2856 Gottingen Street,"Halifax, Nova Scotia B3K3E1",B3K3E1,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,,"Garage, Underground",24 days,"Mar 1, 2023 Sold $324,900 (CAD)",877,"Cooktop - Electric, Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,,None
Mar-22,425000,841 Cobequid Road,"Lower Sackville, Nova Scotia B4C4A2",B4C4A2,2,3,2,Single Family,House,1,Lower Sackville,Freehold,1 - 3 acres,1991,"Garage, Detached Garage",24 days,"Oct 22, 2019 Sold $273,500",1568,"Oven, Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,419900,1167 Tower Road,"Halifax, Nova Scotia B3H2Y7",B3H2Y7,2,2,1,Single Family,Apartment,1,Halifax,Condominium/Strata,,1902,Parking Space(s),15 hours,"Mar 10, 2017 Sold $282,500",1150,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,,,None
Mar-22,389900,77 Bissett Road,"Cole Harbour, Nova Scotia B2V2T1",B2V2T1,2,3,2,Single Family,House,1,Cole Harbour,Freehold,1 - 3 acres,1960,"Garage, Detached Garage, Gravel",16 hours,"Oct 8, 2021 Sold $220,000",1475,"Stove, Dishwasher, Dryer, Washer, Freezer - Stand Up, Refrigerator",Poured Concrete,Detached,Character,Full
Mar-22,319000,44 MacIntosh Road,"Middle Sackville, Nova Scotia B4E3B3",B4E3B3,3,4,2,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,1978,,17 hours,,2000,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator",Poured Concrete,Detached,Character,
Mar-22,699900,141 Fiona Lane,"Lucasville, Nova Scotia B4B0H3",B4B0H3,3,4,4,Single Family,House,2,Lucasville,Freehold,1 - 3 acres,2021,"Garage, Attached Garage",16 hours,"Jun 30, 2021 Sold $429,900",2352,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator, Water softener",Poured Concrete,Detached,,
Mar-22,469000,91 Cavendish Drive,"Lower Sackville, Nova Scotia B4C3K2",B4C3K2,3,4,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1983,,16 hours,,2100,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,
Mar-22,309900,114 Armcrest Drive,"Lower Sackville, Nova Scotia B4C3Z9",B4C3Z9,0,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1993,,16 hours,"Sep 7, 2005 Sold $133,000",1340,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Finished)
Mar-22,509900,411 116 Larry Uteck Boulevard,"Halifax, Nova Scotia B3M4Y1",B3M4Y1,3,3,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,2003,"Garage, Underground",17 hours,,1632,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator, Intercom",Poured Concrete,,4 Level,None
Mar-22,484500,35 MacBeth Road,"Plymouth, Nova Scotia B2H5C5",B2H5C5,3,3,3,Single Family,House,2,Plymouth,Freehold,under 1/2 acre,2007,,18 hours,"Oct 17, 2008 Sold $254,500",2760,"Central Vacuum, Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Partially finished)
Mar-22,500000,92 Waterstone Run,"Lucasville, Nova Scotia B4B1X5",B4B1X5,3,3,4,Single Family,House,2,Lucasville,Freehold,1 - 3 acres,2002,Gravel,19 hours,,2430,,Poured Concrete,Detached,,Full (Finished)
Mar-22,467000,407 85 Spinnaker Drive,"Halifax, Nova Scotia B3N3E3",B3N3E3,2,2,2,Single Family,Apartment,1,Halifax,Condominium/Strata,under 1/2 acre,1990,"Garage, Underground, Parking Space(s)",19 hours,"May 30, 2014 Sold $254,900",1084,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Intercom",Poured Concrete,,,Full
